"ObservationDate","Province/State","Country/Region","Confirmed","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline","Doses_admin","People_partially_vaccinated","People_fully_vaccinated","Prediction (Confirmed)"
"2021-04-30","Shiga","Japan",3727,6,14,21,-30,-27,9,3489719,2493961,995758,22581.41774659725
"2021-04-30","Shizuoka","Japan",6464,3,10,7,-21,-19,6,3489719,2493961,995758,26645.156167415273
"2021-04-30","Sikkim","India",7952,-27.25,-32.5,-46.6,-46,-30,19,151998107,125376952,26621155,14477.91081172135
"2021-04-30","Sinaloa","Mexico",37822,1,27,-6,-11,-12,2,18080005,12477933,7440439,51953.892187526486
"2021-04-30","Sindh","Pakistan",283560,-23,5,-8,-4,-13,6,2100000,2100000,0,184871.66044249447
"2021-04-30","Sonora","Mexico",73360,4,26,-11,2,-14,3,18080005,12477933,7440439,69099.0356230692
"2021-04-30","South Australia","Australia",724,1.24,16.142857142857142,-6.571428571428571,-7.733333333333333,8.857142857142858,1,2179544,159294,0,17385.74860916821
"2021-04-30","Sucre","Colombia",27922,-36,16.333333333333332,-33,-90.5,-1.6666666666666667,9.333333333333334,4986471,3359439,1627032,39581.58586565362
"2021-04-30","Tabasco","Mexico",64608,2,38,-5,9,-5,1,18080005,12477933,7440439,65079.58383399229
"2021-04-30","Tacna","Peru",23381,-31.5,-26.5,-39,-45.5,-19,14,1754950,1101474,653476,20290.07333339951
"2021-04-30","Tamaulipas","Mexico",56642,7,34,-3,-13,-10,2,18080005,12477933,7440439,60408.89476489668
"2021-04-30","Tamil Nadu","India",1166756,-18.303030303030305,53.125,-14.181818181818182,-6.545454545454546,-12.181818181818182,14.727272727272727,151998107,125376952,26621155,783743.3649550581
"2021-04-30","Tasmania","Australia",234,-2.1,8,-29,-18.833333333333332,16.055555555555557,1.8571428571428572,2179544,159294,0,12793.691498630666
"2021-04-30","Shimane","Japan",353,0,8,25,-6,-17,6,3489719,2493961,995758,16825.264005634148
"2021-04-30","La Rioja","Spain",29605,-24,31,-5,-29,-11,5,16364595,11763360,4689766,17280.78962188458
"2021-04-30","La Guajira","Colombia",29055,-38.666666666666664,13.5,-35.42857142857143,-19.5,-6.333333333333333,12,4986471,3359439,1627032,24333.38957153826
"2021-04-30","Balochistan","Pakistan",22369,-1,6,-22,7,-11,4,2100000,2100000,0,26428.950711215064
"2021-04-30","Basilicata","Italy",23956,-20,33.666666666666664,25.333333333333332,4.666666666666667,-17,4.666666666666667,20044484,14120615,5985589,987.1461038450335
"2021-04-30","Berlin","Germany",168469,-45,27,-9,-36,-31,12,29663973,23131112,6538709,74545.4361750883
"2021-04-30","Bihar","India",470317,-24.216216216216218,21.22222222222222,1.0810810810810811,-10.289473684210526,-29.236842105263158,18.157894736842106,151998107,125376952,26621155,266458.4502174479
"2021-04-30","Bolivar","Colombia",80487,-24.333333333333332,35.333333333333336,-17,-42.5,-5.571428571428571,9.75,4986471,3359439,1627032,126091.73713186284
"2021-04-30","Boyaca","Colombia",53566,-22.25,42,-30.571428571428573,3.5,2,14.166666666666666,4986471,3359439,1627032,51813.84850867319
"2021-04-30","Brandenburg","Germany",102347,-18,38,15,-23,-18,8,29663973,23131112,6538709,33413.88396719928
"2021-04-30","Bremen","Germany",25243,-38,37,51,-34,-27,10,29663973,23131112,6538709,14179.029515784498
"2021-04-30","British Columbia","Canada",129482,-9.291666666666666,13.045454545454545,55.27272727272727,-34.666666666666664,-15.037037037037036,4.913043478260869,13420198,12330084,1090114,36454.67167242251
"2021-04-30","Brussels","Belgium",122444,-43,17,24,-36,-46,15,3901423,3062208,842085,126172.62366732903
"2021-04-30","Cajamarca","Peru",51581,-29.666666666666668,6.5,-27,-44.333333333333336,-4.875,19.333333333333332,1754950,1101474,653476,48251.035018416485
"2021-04-30","Calabria","Italy",60074,-19.166666666666668,33.333333333333336,34,-9.5,-23.333333333333332,6,20044484,14120615,5985589,11565.563103742415
"2021-04-30","Caldas","Colombia",61360,-29.75,34,-25.166666666666668,-31.5,-5,10.4,4986471,3359439,1627032,49071.59653576743
"2021-04-30","Campania","Italy",391792,-16.666666666666668,26.833333333333332,14.166666666666666,-23.166666666666668,-21.666666666666668,5,20044484,14120615,5985589,151824.41385620687
"2021-04-30","Campeche","Mexico",9512,-6,30,-23,-5,-10,4,18080005,12477933,7440439,3376.118447773386
"2021-04-30","Cantabria","Spain",28763,-23,27,11,-19,-23,7,16364595,11763360,4689766,19327.785326389792
"2021-04-30","Casanare","Colombia",15200,-25.666666666666668,17.5,-29.428571428571427,-34.5,7.5,11.5,4986471,3359439,1627032,16158.317226671845
"2021-04-30","Catalonia","Spain",585069,-23.2,31.6,14.6,-10,-19.4,6.4,16364595,11763360,4689766,353226.66756394185
"2021-04-30","Cauca","Colombia",30477,-25,12.5,-31,-26,-19.4,14.333333333333334,4986471,3359439,1627032,29278.02409551181
"2021-04-30","Cesar","Colombia",53090,-30.5,18.333333333333332,-22.714285714285715,-45,0.4444444444444444,9,4986471,3359439,1627032,69217.24272732653
"2021-04-30","Chandigarh","India",42647,-54,-31,-62,-30,-36,16,151998107,125376952,26621155,28133.433895855065
"2021-04-30","Chhattisgarh","India",728700,-69.16666666666667,-47.857142857142854,-46.708333333333336,-64.42307692307692,-55.857142857142854,34.208333333333336,151998107,125376952,26621155,237502.4953097721
"2021-04-30","Chiapas","Mexico",10924,4,28,-24,-14,-9,4,18080005,12477933,7440439,17613.899856214673
"2021-04-30","Baja California Sur","Mexico",30279,1,23,-13,3,-11,-1,18080005,12477933,7440439,26121.441638602268
"2021-04-30","Baja California","Mexico",47699,2,37,-1,8,-12,3,18080005,12477933,7440439,54073.45035417437
"2021-04-30","Azad Jammu and Kashmir","Pakistan",17187,-27,7,-6,-18,-37,5,2100000,2100000,0,17989.241466845528
"2021-04-30","Ayacucho","Peru",26267,-12,27,-20.6,-39.5,-7.333333333333333,18,1754950,1101474,653476,20671.06910706264
"2021-04-30","Abruzzo","Italy",71218,-11,31,51,-0.4,-18.2,3.4,20044484,14120615,5985589,16262.55858450136
"2021-04-30","Aguascalientes","Mexico",26037,-2,31,-17,-16,-17,3,18080005,12477933,7440439,24950.045187350068
"2021-04-30","Aichi","Japan",33481,-1,13,9,-27,-29,10,3489719,2493961,995758,54799.853077813925
"2021-04-30","Akita","Japan",455,6,10,34,-15,-17,5,3489719,2493961,995758,16811.82631976838
"2021-04-30","Alberta","Canada",190734,-10.0625,12.733333333333333,43.4,-31.25,-21.31578947368421,5.764705882352941,13420198,12330084,1090114,72948.14879362233
"2021-04-30","Ancash","Peru",62806,-31.5,-11.666666666666666,-20,-40.25,-15,15.666666666666666,1754950,1101474,653476,72312.47366822461
"2021-04-30","Andalusia","Spain",551106,-18.11111111111111,23.11111111111111,-2.7777777777777777,-7.666666666666667,-12,3.2222222222222223,16364595,11763360,4689766,239744.77803981473
"2021-04-30","Andhra Pradesh","India",1101690,-37.357142857142854,21.428571428571427,-31.714285714285715,-27.5,-23.357142857142858,19.214285714285715,151998107,125376952,26621155,716272.0480083734
"2021-04-30","Antioquia","Colombia",469997,-46.63157894736842,-15,-44.13725490196079,-39.875,-26.022222222222222,20.210526315789473,4986471,3359439,1627032,266126.63608521526
"2021-04-30","Chiba","Japan",33153,-2,15,10,-30,-23,11,3489719,2493961,995758,38239.41265995967
"2021-04-30","Antofagasta","Chile",48754,-29.333333333333332,8.666666666666666,-41.75,-21.75,-11.5,13.333333333333334,14880788,8140356,6740432,35366.71103648828
"2021-04-30","Apurimac","Peru",19326,-4.333333333333333,-9,-22.5,-46.5,-6.75,22.333333333333332,1754950,1101474,653476,6834.7073468625
"2021-04-30","Aragon","Spain",118361,-23.75,26.25,13,-25,-7.25,3.75,16364595,11763360,4689766,63706.76046834809
"2021-04-30","Arauca","Colombia",6495,12.5,44.5,-8.75,-17.5,10,9.5,4986471,3359439,1627032,14947.080963443992
"2021-04-30","Araucania","Chile",70700,-40.666666666666664,-4.333333333333333,-51.333333333333336,-24.666666666666668,-13.666666666666666,20.333333333333332,14880788,8140356,6740432,24418.35060851486
"2021-04-30","Arequipa","Peru",72438,-37.333333333333336,-4.4,-29.857142857142858,-39.8,-9,15.333333333333334,1754950,1101474,653476,108434.05381920032
"2021-04-30","Arica y Parinacota","Chile",20139,-54.5,-8,-68.5,-38.5,-19,18.5,14880788,8140356,6740432,23106.031333488227
"2021-04-30","Arunachal Pradesh","India",18419,-32.75,50,5.666666666666667,-27.666666666666668,-29.666666666666668,10,151998107,125376952,26621155,29116.001549131415
"2021-04-30","Assam","India",253123,-26.25,3.814814814814815,-13.142857142857142,-28.178571428571427,-16.357142857142858,16.035714285714285,151998107,125376952,26621155,199342.670426495
"2021-04-30","Asturias","Spain",50733,-24,28,7,-6,-15,5,16364595,11763360,4689766,23893.33127611008
"2021-04-30","Atacama","Chile",18112,-37,0.3333333333333333,-39.25,-34.25,-12.75,20,14880788,8140356,6740432,14335.841943174146
"2021-04-30","Atlantico","Colombia",236523,-55.25,-7.666666666666667,-54.666666666666664,-39.5,-23.181818181818183,15.333333333333334,4986471,3359439,1627032,229049.41671260327
"2021-04-30","Australian Capital Territory","Australia",124,2,7,-1,-5,8,3,2179544,159294,0,12629.835317744917
"2021-04-30","Aomori","Japan",1576,7,7,2,-10,-17,5,3489719,2493961,995758,17715.599855860943
"2021-04-30","Chihuahua","Mexico",52456,-4,39,-22,-26,-9,5,18080005,12477933,7440439,29405.327316014856
"2021-04-30","La Libertad","Peru",66195,-27.714285714285715,2.5,-23.875,-46.857142857142854,-15.625,16.5,1754950,1101474,653476,99680.16468701742
"2021-04-30","Coahuila","Mexico",68025,9,34,-15,-2,-9,2,18080005,12477933,7440439,62743.64160643148
"2021-04-30","Hidalgo","Mexico",38287,-6,29,-34,-27,-14,7,18080005,12477933,7440439,30556.991880636982
"2021-04-30","Himachal Pradesh","India",99287,-32.63636363636363,11.6,-15.583333333333334,7.666666666666667,-17.916666666666668,13.916666666666666,151998107,125376952,26621155,39533.32553495229
"2021-04-30","Hiroshima","Japan",6016,-7,9,2,-25,-19,7,3489719,2493961,995758,27100.03880717089
"2021-04-30","Hokkaido","Japan",24163,-11,2,-26,-23,-19,7,3489719,2493961,995758,38251.116902683665
"2021-04-30","Huanuco","Peru",29969,-16.666666666666668,-8.5,-30,-47,-16.333333333333332,14.333333333333334,1754950,1101474,653476,26465.6634578762
"2021-04-30","Hyogo","Japan",31604,-12,18,0,-31,-26,11,3489719,2493961,995758,28685.03996625674
"2021-04-30","Ibaraki","Japan",8151,-1,9,16,-25,-22,9,3489719,2493961,995758,27156.13996248232
"2021-04-30","Ica","Peru",48732,-37.6,-3.5,-44.2,-45.4,-22,13.6,1754950,1101474,653476,87530.95916026141
"2021-04-30","Ishikawa","Japan",2499,-6,12,0,-28,-20,8,3489719,2493961,995758,22489.30091455938
"2021-04-30","Iwate","Japan",912,5,8,11,-17,-17,6,3489719,2493961,995758,20778.45979453705
"2021-04-30","Jalisco","Mexico",85436,-2,30,-14,16,-14,3,18080005,12477933,7440439,77943.55677859587
"2021-04-30","Jammu and Kashmir","India",176083,57,188,167,189,41,26,151998107,125376952,26621155,118818.69521652226
"2021-04-30","Jharkhand","India",233411,-50.708333333333336,7.95,-25,-32.6,-45.64,25.16,151998107,125376952,26621155,110084.60637635372
"2021-04-30","Junin","Peru",61893,-28.333333333333332,-5,-23.666666666666668,-33.857142857142854,-13.88888888888889,16.75,1754950,1101474,653476,65419.33048627071
"2021-04-30","Kagawa","Japan",1259,-6,11,4,-21,-16,6,3489719,2493961,995758,16801.678750286548
"2021-04-30","Kagoshima","Japan",2123,-1,9,-1,-13,-9,3,3489719,2493961,995758,21237.64422542408
"2021-04-30","Kanagawa","Japan",53593,-3,18,13,-28,-31,13,3489719,2493961,995758,35452.13235977431
"2021-04-30","Karnataka","India",1523142,-63.03225806451613,-9.32258064516129,-36.54838709677419,-48.54838709677419,-46.25806451612903,28.032258064516128,151998107,125376952,26621155,675781.5949215462
"2021-04-30","Kerala","India",1571183,-33.666666666666664,39.8,-28.1875,-28.375,-22.875,21.4,151998107,125376952,26621155,570134.3347867604
"2021-04-30","Khyber Pakhtunkhwa","Pakistan",118413,1,39,-22,-6,-8,7,2100000,2100000,0,138340.82557881114
"2021-04-30","Kochi","Japan",1041,-8,4,15,-8,-14,3,3489719,2493961,995758,16636.811717842433
"2021-04-30","Kumamoto","Japan",4153,-11,7,-3,-15,-18,6,3489719,2493961,995758,22400.098695711622
"2021-04-30","Kyoto","Japan",12518,-18,13,-10,-37,-24,10,3489719,2493961,995758,33467.56094939171
"2021-04-30","Hessen","Germany",263771,-34,36,41,-39,-25,10,29663973,23131112,6538709,135031.9303106309
"2021-04-30","Haryana","India",487978,-30.181818181818183,10.090909090909092,-31.227272727272727,-30.045454545454547,-31,16.727272727272727,151998107,125376952,26621155,255518.6567753363
"2021-04-30","Choco","Colombia",8054,-20,18.5,36.5,-34,-6,7,4986471,3359439,1627032,10711.175978308305
"2021-04-30","Gunma","Japan",6015,0,9,21,-15,-21,7,3489719,2493961,995758,27249.634430757465
"2021-04-30","Hamburg","Germany",71877,-43,32,41,-40,-32,12,29663973,23131112,6538709,30333.57210484024
"2021-04-30","Colima","Mexico",11282,0,21,-15,-11,-8,1,18080005,12477933,7440439,10181.12910949046
"2021-04-30","Coquimbo","Chile",32014,-27.5,-0.75,-55.5,-28.333333333333332,-4.5,13.75,14880788,8140356,6740432,24996.13948271219
"2021-04-30","Cordoba","Colombia",52347,-23,42.666666666666664,-19,-23.666666666666668,0.7,6.2,4986471,3359439,1627032,84914.83123234338
"2021-04-30","Cundinamarca","Colombia",127181,-20.63157894736842,26.5,-22,-24.333333333333332,-6.805555555555555,18.235294117647058,4986471,3359439,1627032,119677.08144969796
"2021-04-30","Cusco","Peru",54315,-34.25,-12.5,-24.714285714285715,-43.166666666666664,-5,17,1754950,1101474,653476,48524.222518436814
"2021-04-30","Delhi","India",1149333,-72.33333333333333,-38.166666666666664,-66.83333333333333,-65.41666666666667,-70.83333333333333,27.5,151998107,125376952,26621155,447404.0079036114
"2021-04-30","Drenthe","Netherlands",30686,-13.444444444444445,7.777777777777778,86,-11.875,-27.923076923076923,7.384615384615385,5265860,3880412,943197,13878.803751975849
"2021-04-30","Ehime","Japan",2332,-16,7,0,-27,-16,6,3489719,2493961,995758,18936.0326061878
"2021-04-30","Emilia-Romagna","Italy",369250,-13.3,27.7,40.6,-18.1,-12.4,5.1,20044484,14120615,5985589,176264.02686863812
"2021-04-30","Extremadura","Spain",73966,-20.666666666666668,23,-1.3333333333333333,11.666666666666666,-6.666666666666667,1,16364595,11763360,4689766,37894.11950186324
"2021-04-30","Flevoland","Netherlands",33470,-16.666666666666668,7.833333333333333,28.666666666666668,-35,-29.428571428571427,7.714285714285714,5265860,3880412,943197,18505.46370873072
"2021-04-30","Friesland","Netherlands",38998,-13.2,13.083333333333334,155,1,-19.94736842105263,6.285714285714286,5265860,3880412,943197,16497.362563049755
"2021-04-30","Durango","Mexico",33554,0,39,-6,14,-7,2,18080005,12477933,7440439,31197.441186440185
"2021-04-30","Fukuoka","Japan",23443,-8,7,-5,-28,-20,7,3489719,2493961,995758,52613.126900755655
"2021-04-30","Fukui","Japan",875,-3,11,9,1,-20,8,3489719,2493961,995758,22108.300976480106
"2021-04-30","Guerrero","Mexico",39654,-4,19,-25,-15,-15,4,18080005,12477933,7440439,44914.489595264466
"2021-04-30","Guanajuato","Mexico",130731,-10,27,-26,-10,-11,4,18080005,12477933,7440439,92452.4228079526
"2021-04-30","Goa","India",91052,-76,-51.666666666666664,-77.66666666666667,-63.666666666666664,-53,33.333333333333336,151998107,125376952,26621155,43727.12996938907
"2021-04-30","Groningen","Netherlands",35321,-14,8.11111111111111,42.5,-28.625,-29.38888888888889,7,5265860,3880412,943197,15951.925072592274
"2021-04-30","Gifu","Japan",5754,3,15,-1,-12,-20,8,3489719,2493961,995758,27150.0243716113
"2021-04-30","Gujarat","India",567777,-53.90909090909091,-16.766666666666666,-43.55882352941177,-43.529411764705884,-39.85294117647059,24.151515151515152,151998107,125376952,26621155,197939.36298373676
"2021-04-30","Gelderland","Netherlands",166624,-14.166666666666666,13.431818181818182,54.75,-32.67741935483871,-21.37037037037037,7.739130434782608,5265860,3880412,943197,77590.39936099558
"2021-04-30","Galicia","Spain",122010,-19.8,41,8,-15,-10.4,2.4,16364595,11763360,4689766,56090.41921885863
"2021-04-30","Fukushima","Japan",3373,-1,6,7,-21,-22,7,3489719,2493961,995758,21832.167673673302
"2021-05-01","Nova Scotia","Canada",2575,-31.8,-9.11111111111111,48,-58.666666666666664,-22.833333333333332,11.5,13652375,12534545,1117830,9112.200977726498
"2021-05-01","Nuevo Leon","Mexico",122617,-13,24,-26,-18,-23,3,18326726,12572997,7650150,91780.0301323596
"2021-05-01","Nayarit","Mexico",11802,-18,14,-9,-8,-10,3,18326726,12572997,7650150,9114.720220147494
"2021-05-01","Niigata","Japan",2310,-7,2,10,-13,-11,4,3489719,2493961,995758,21008.171973637374
"2021-05-01","Newfoundland and Labrador","Canada",1081,-3,10,58,23,8.666666666666666,2,13652375,12534545,1117830,3727.4280992905005
"2021-05-01","New South Wales","Australia",5484,5.304347826086956,6.344827586206897,29.75862068965517,-17.884615384615383,-4.826086956521739,0.4666666666666667,2234844,159294,0,31924.48917498562
"2021-05-01","New Brunswick","Canada",1933,-5,1.5454545454545454,27.666666666666668,-48.25,-7.857142857142857,3.8333333333333335,13652375,12534545,1117830,-2755.438068771319
"2021-05-01","Oaxaca","Mexico",46007,-16,8,-30,-10,-3,5,18326726,12572997,7650150,43758.57334307806
"2021-05-01","Northern Territory","Australia",166,19,20,87,-37.25,1.5,-1,2234844,159294,0,16858.940200090965
"2021-05-01","Odisha","India",454607,-67.62068965517241,-47.44444444444444,-34.4,-62.56666666666667,-50.83870967741935,33.06896551724138,153626325,126328970,27297355,190520.33052102695
"2021-05-01","Punjab","Pakistan",304889,-33,2,-16,-19,-38,10,2100000,2100000,0,171588.3656772921
"2021-05-01","Okayama","Japan",4022,-12,0,6,-27,-15,6,3489719,2493961,995758,21282.241203648675
"2021-05-01","Okinawa","Japan",12615,-21,-3,-26,-21,-15,7,3489719,2493961,995758,28857.166204899535
"2021-05-01","Ontario","Canada",474595,-23.733333333333334,7.954545454545454,90.05,-34.8,-13.040816326530612,7.447368421052632,13652375,12534545,1117830,217458.53291863686
"2021-05-01","Osaka","Japan",82425,-40,-5,-37,-49,-26,11,3489719,2493961,995758,83281.03023674004
"2021-05-01","Overijssel","Netherlands",97611,-14.090909090909092,11.5,148.5,-21.444444444444443,5.730769230769231,4,5265860,3880412,943197,46779.56443384103
"2021-05-01","Piura","Peru",70571,-33.833333333333336,-2,-24,-50.333333333333336,-25,15,1811212,1155370,655842,78595.20399904973
"2021-05-01","Puducherry","India",60001,-68,-10,-54.666666666666664,-54,-47.333333333333336,23.666666666666668,153626325,126328970,27297355,37237.13804627161
"2021-05-01","Puebla","Mexico",83427,-20,21,-34,-8,-7,6,18326726,12572997,7650150,64740.091067475514
"2021-05-01","Punjab","India",377990,-69.1304347826087,-43.26086956521739,-49.17391304347826,-67.47826086956522,-56.69565217391305,21.434782608695652,153626325,126328970,27297355,177935.16146229493
"2021-05-01","Narino","Colombia",53964,-43.25,-18.666666666666668,-38,-32.333333333333336,-20.333333333333332,14.25,5112694,3412223,1700471,78052.9528502381
"2021-05-01","Oita","Japan",1907,-12,0,-15,-15,-17,7,3489719,2493961,995758,22195.007216217145
"2021-05-01","Nara","Japan",6179,-12,0,-35,-34,-14,8,3489719,2493961,995758,27265.72226214834
"2021-05-01","Mecklenburg-Vorpommern","Germany",40516,-70,-86,68,-14,-28,8,29997085,23393709,6614360,4584.7368517462155
"2021-05-01","Nagano","Japan",3874,-14,3,-3,-15,-14,6,3489719,2493961,995758,22714.692869895025
"2021-05-01","Puno","Peru",28888,-21.333333333333332,5.333333333333333,-12.75,-35.666666666666664,-15.75,9.666666666666666,1811212,1155370,655842,16612.62466129055
"2021-05-01","Lambayeque","Peru",50132,-36,-8,-20.25,-37.333333333333336,-27.75,16.666666666666668,1811212,1155370,655842,69859.23712331447
"2021-05-01","Lazio","Italy",324823,-43,-31.666666666666668,17.666666666666668,-43.166666666666664,-49.333333333333336,9.833333333333334,20474735,14403264,6150974,150614.77793478948
"2021-05-01","Liguria","Italy",99635,-47,-31.2,4.8,-27,-43.8,12.4,20474735,14403264,6150974,35985.43424351329
"2021-05-01","Limburg","Netherlands",101659,-15.25,15.555555555555555,89.28571428571429,-12.615384615384615,2.5833333333333335,4.454545454545454,5265860,3880412,943197,36065.658631658545
"2021-05-01","Loreto","Peru",38477,-20.5,7,-24.666666666666668,-20.333333333333332,-23,11.5,1811212,1155370,655842,68767.06002323887
"2021-05-01","Los Lagos","Chile",69126,-74.75,-60.75,-64.2,-57,-51,26.5,14883034,8141402,6741632,47771.99077928765
"2021-05-01","Madhya Pradesh","India",575706,-61.55769230769231,-33.06976744186046,-38.86538461538461,-57.30769230769231,-57.21153846153846,31.21153846153846,153626325,126328970,27297355,204780.67768503918
"2021-05-01","Madre de Dios","Peru",12696,8,18.5,-24,-30,-15.5,4.5,1811212,1155370,655842,12450.019880003018
"2021-05-01","Magdalena","Colombia",59929,-69,-60,-55,-40.5,-20,19.666666666666668,5112694,3412223,1700471,48789.91597081763
"2021-05-01","Maharashtra","India",4665754,-64.62162162162163,-24.91891891891892,-44.86486486486486,-56.7027027027027,-53.45945945945946,32.08108108108108,153626325,126328970,27297355,1461101.2922809345
"2021-05-01","Manipur","India",31905,-50.285714285714285,-20.666666666666668,-30.22222222222222,-46,-42.5,19.428571428571427,153626325,126328970,27297355,17158.025577202163
"2021-05-01","Nagasaki","Japan",2108,-11,5,-14,-33,-10,6,3489719,2493961,995758,22007.794416735098
"2021-05-01","Manitoba","Canada",38995,-2.6666666666666665,13.571428571428571,83.66666666666667,-53.666666666666664,-9.333333333333334,5.25,13652375,12534545,1117830,9865.043865818556
"2021-05-01","Maule","Chile",71475,-80,-71.6,-73.8,-62.5,-55,31,14883034,8141402,6741632,45146.09082317841
"2021-05-01","Meghalaya","India",17108,-62.6,-53,-27.22222222222222,-34.8,-37.666666666666664,26,153626325,126328970,27297355,10349.071395768055
"2021-05-01","Meta","Colombia",47045,-65.6,-44,-49.857142857142854,-35,-37,27,5112694,3412223,1700471,71431.31746775396
"2021-05-01","Mie","Japan",3813,-19,-2,-26,-35,-16,7,3489719,2493961,995758,26401.76096270173
"2021-05-01","Miyagi","Japan",8109,-19,3,7,-29,-14,7,3489719,2493961,995758,29888.029267878155
"2021-05-01","Miyazaki","Japan",2242,-13,-3,-19,1,-12,6,3489719,2493961,995758,18406.097180016906
"2021-05-01","Mizoram","India",6299,-65,-49.5,-38.75,-39,-42.77777777777778,9.666666666666666,153626325,126328970,27297355,14094.636148099637
"2021-05-01","Molise","Italy",13259,-48.333333333333336,-49.666666666666664,3,-39.666666666666664,-56.333333333333336,11.333333333333334,20474735,14403264,6150974,316.67114969609463
"2021-05-01","Moquegua","Peru",23186,-25.333333333333332,-15.333333333333334,-36,-50,-24.333333333333332,10.666666666666666,1811212,1155370,655842,22416.920033806877
"2021-05-01","Morelos","Mexico",32300,-9,28,-19,-25,-3,4,18326726,12572997,7650150,16947.36100687193
"2021-05-01","Nagaland","India",14134,-45.75,-45,-40.5,-36.5,-38,15,153626325,126328970,27297355,20781.757109227598
"2021-05-01","Marche","Italy",97964,-43.333333333333336,-50.833333333333336,85,-23.166666666666668,-59.5,8.166666666666666,20474735,14403264,6150974,24299.438855027256
"2021-05-01","Tasmania","Australia",234,7.888888888888889,14.166666666666666,-10,-24.2,-2.3636363636363638,0.8,2234844,159294,0,12771.805528215218
"2021-05-01","Queensland","Australia",1564,10.08,9.863636363636363,-2.5384615384615383,-22.789473684210527,-4.8125,2.3529411764705883,2234844,159294,0,24840.262946864317
"2021-05-01","Tokyo","Japan",140194,-39,-6,-25,-39,-24,10,3489719,2493961,995758,99378.40522605897
"2021-05-01","Tolima","Colombia",69760,-36.5,-16.5,-24.454545454545453,-33,-11.625,11.333333333333334,5112694,3412223,1700471,49911.97792214781
"2021-05-01","Tottori","Japan",375,-9,7,-4,-20,-9,5,3489719,2493961,995758,15984.600895230948
"2021-05-01","Toyama","Japan",1338,-7,7,-7,-10,-14,5,3489719,2493961,995758,21100.97525011977
"2021-05-01","Tripura","India",35589,-31,18,-15.88888888888889,-2.4444444444444446,-13.11111111111111,11.444444444444445,153626325,126328970,27297355,40979.10621785373
"2021-05-01","Tumbes","Peru",15182,-30,9.5,-42.75,-52,-28.333333333333332,16,1811212,1155370,655842,15146.02553478815
"2021-05-01","Ucayali","Peru",30000,-5.5,21,-4,-39.5,-18,6.5,1811212,1155370,655842,50137.56173183109
"2021-05-01","Umbria","Italy",54538,-47.333333333333336,-47,34.666666666666664,-27.333333333333332,-55,10.666666666666666,20474735,14403264,6150974,16196.695037928625
"2021-05-01","Utrecht","Netherlands",115585,-13.578947368421053,2.263157894736842,38.8,-24.3125,-0.14285714285714285,4.444444444444445,5265860,3880412,943197,57232.02203484369
"2021-05-01","Uttar Pradesh","India",1282504,-55.46052631578947,-23.653333333333332,-22.573333333333334,-49.10526315789474,-56.46052631578947,27.657894736842106,153626325,126328970,27297355,386274.72409114795
"2021-05-01","Uttarakhand","India",186014,-40.25,-13.75,-25.846153846153847,-15.846153846153847,-35.785714285714285,20.714285714285715,153626325,126328970,27297355,49880.13852772514
"2021-05-01","Valle del Cauca","Colombia",238277,-54.92307692307692,-7,-34.52,-42.5,-34.16,21.363636363636363,5112694,3412223,1700471,241739.31942871484
"2021-05-01","Veneto","Italy",412813,-43.125,-41,28.875,-40.75,-52.625,10.5,20474735,14403264,6150974,222986.73770740555
"2021-05-01","Veracruz","Mexico",59840,-8,25,-16,-24,-7,3,18326726,12572997,7650150,63329.307479743475
"2021-05-01","Victoria","Australia",20522,-2.375,1,1.9259259259259258,-13.368421052631579,-8.678571428571429,1.5945945945945945,2234844,159294,0,50074.52257555911
"2021-05-01","Wakayama","Japan",2182,-18,10,-18,-29,-11,8,3489719,2493961,995758,20248.061244847748
"2021-05-01","West Bengal","India",845878,-47.142857142857146,-11.047619047619047,-28.571428571428573,-35.857142857142854,-36.857142857142854,22.333333333333332,153626325,126328970,27297355,324443.5754931615
"2021-05-01","Western Australia","Australia",1005,11.222222222222221,12.285714285714286,-0.375,-28.48,-2.081081081081081,3.3125,2234844,159294,0,17538.072980378078
"2021-05-01","Yamagata","Japan",1530,-8,9,18,-13,-9,5,3489719,2493961,995758,16816.840598419076
"2021-05-01","Yamaguchi","Japan",1861,-12,4,-20,-9,-10,6,3489719,2493961,995758,21008.171973637374
"2021-05-01","Yamanashi","Japan",1230,-7,6,40,-7,-17,5,3489719,2493961,995758,17715.599855860943
"2021-05-01","Yucatan","Mexico",37280,-28,11,-34,-55,-13,6,18326726,12572997,7650150,42652.735416177115
"2021-05-01","Zacatecas","Mexico",30040,-18,16,-20,-20,-6,-1,18326726,12572997,7650150,28267.93990316178
"2021-05-01","Tokushima","Japan",1319,-22,3,-14,-14,-15,8,3489719,2493961,995758,20195.883576570155
"2021-05-01","Tochigi","Japan",5390,-10,5,14,-17,-13,5,3489719,2493961,995758,21354.11273850453
"2021-05-01","Tlaxcala","Mexico",19477,-4,30,-9,1,7,3,18326726,12572997,7650150,21744.86139685641
"2021-05-01","Telangana","India",450790,-43.45454545454545,8.727272727272727,-32.63636363636363,-32.63636363636363,-36.63636363636363,22.636363636363637,153626325,126328970,27297355,195989.08793900342
